,title,ingredients,directions,link,source,NER
385305,Egg Custard,"['4 eggs', '1 c. milk', '1 c. sugar', '1 Tbsp. flour', '1 tsp. nutmeg or cinnamon']",['Mix and bake in unbaked pie shell at 325° until brown.'],www.cookbooks.com/Recipe-Details.aspx?id=533824,Gathered,"['eggs', 'milk', 'sugar', 'flour', 'nutmeg']"
25805,Death By Chocolate,"['1 box double fudge brownie mix', '6 Heath or Skor bars, crumbled', '1 large instant chocolate pudding mix', '16 oz. Cool Whip, thawed']","['Cook brownie mix according to directions. Cool and crumble in a 9 x 13-inch pan.', 'Sprinkle crumbled candy bars on top.', 'Prepare pudding mix according to pie directions.', 'Spoon over brownie/candy mix. Cover with Cool Whip. Garnish with additional crumbled candy bars or chocolate shavings.', 'Refrigerate 2 to 3 hours.']",www.cookbooks.com/Recipe-Details.aspx?id=1065612,Gathered,"['brownie mix', 'Skor', 'chocolate pudding']"
944656,Raspberry Lemonade Pie,"['1 1/2 cups boiling water', '1 (3 ounce) package JELL-O Brand Lemon Flavor Gelatin', '4 ounces PHILADELPHIA Cream Cheese, softened', '1/2 (12 ounce) can frozen lemonade concentrate, thawed', '1 (8 ounce) tub COOL WHIP Whipped Topping, thawed', '1 cup fresh raspberries', '2 (6 ounce) HONEY MAID Graham Pie Crusts']","['Add boiling water to gelatin mix in small bowl. Stir 2 min. until completely dissolved; set aside. Beat cream cheese in large bowl with mixer until creamy. Gradually beat in concentrate, then gelatin until blended.', 'Stir in COOL WHIP and berries. Pour into crusts.', 'Refrigerate 1 pie 4 hours or until firm. Freeze remaining pie up to 1 week before thawing to serve.']",www.allrecipes.com/recipe/194340/raspberry-lemonade-pie/,Gathered,"['boiling water', 'Gelatin', 'PHILADELPHIA Cream Cheese', 'frozen lemonade concentrate', 'fresh raspberries', 'HONEY MAID']"
101764,Double Apple Salad,"['2 Red Delicious apples', '2 Yellow Delicious apples', '1/2 tsp. ascorbic acid', '18 oz. pineapple chunks, drained', '1 c. flaked coconut', '1/2 c. chopped pecans', '1/4 c. raisins', '2 Tbsp. celery', '1 c. miniature marshmallows', '1/4 c. mayonnaise', 'Cool Whip']","['Mix Cool Whip and mayonnaise.', 'Mix all ingredients and chill.']",www.cookbooks.com/Recipe-Details.aspx?id=587613,Gathered,"['Red Delicious apples', 'Yellow Delicious apples', 'ascorbic acid', 'pineapple', 'flaked coconut', 'pecans', 'raisins', 'celery', 'marshmallows', 'mayonnaise']"
1667203,Sweetheart White Chocolate Pie (Layered),"['1 (8 ounce) package cream cheese, softened', '34 cup powdered sugar', '1 (8 ounce) carton Cool Whip, thawed, divided', '1 (8 inch) chocolate cookie pie crust', '1 14 cups cold milk', '1 (3 1/3 ounce) package instant white chocolate pudding and pie filling mix', 'red food coloring', '1 Heath candy bar, crushed (optional)']","['In a mixing bowl, beat cream cheese, powdered sugar and 1/2 cup Cool Whip til light and fluffy.', 'Spread over crust.', 'In another bowl, beat milk and pudding mix on low for 2 minutes.', 'Pour over cream cheese mixture and refrigerate for 2 hours or til firm.', 'Tint remaining Cool Whip pink with red food coloring and spread over pie before serving.', 'Sprinkle with crushed candy bar if desired.']",www.food.com/recipe/sweetheart-white-chocolate-pie-layered-162301,Recipes1M,"['cream cheese', 'powdered sugar', 'chocolate cookie pie crust', 'cold milk', 'red food coloring']"
269249,Sweet Potato Chiffon,"['1 3/4 c. graham cracker crumbs', '1/4 c. sugar', '1/2 c. margarine, melted', '8 oz. cream cheese, softened', '2 eggs, beaten', '3/4 c. sugar', '2 pkg. (3 3/4 oz.) vanilla instant pudding', '3/4 c. milk', '2 c. cooked sweet potatoes', 'dash of cinnamon', '8 oz. Cool Whip', '1/2 c. pecans']","['Combine the first 3 items', 'and press in 9 x 13 x 2', 'inch pan. Set aside.', 'Beat the next 3 items until fluffy and spread over the crust.', 'Bake at 350° for 20 minutes, then cool.', 'Mix the pudding with milk and beat 2 minutes.', 'Add the cooked sweet potatoes and dash of cinnamon to the pudding mixture.', 'Fold.', 'Cool Whip into mixture.', 'Pour over cream cheese mixture and sprinkle pecans over top.']",www.cookbooks.com/Recipe-Details.aspx?id=104926,Gathered,"['graham cracker crumbs', 'sugar', 'margarine', 'cream cheese', 'eggs', 'sugar', 'vanilla instant pudding', 'milk', 'cooked sweet potatoes', 'cinnamon', 'pecans']"
1277366,Shanghai Ham 2 ,"['6 pork chops', '1/4 cup brown sugar, firmly packed', '1 teaspoon ground ginger', '1 teaspoon five-spice powder', '1/2 cup gluten-free soy sauce', '1/4 cup ketchup', '4 garlic cloves, chopped']","['Use a 4-quart slow cooker. Put the chops into the stoneware. In a small bowl, combine the sugar, spices, soy sauce, ketchup, and garlic. Pour evenly over the top of chops. Cover and cook on low for 6 to 8 hours, or on high for about 4 hours. Serve with rice and veggies and ladle the sauce on top']",www.epicurious.com/recipes/member/views/shanghai-ham-2-50189090,Gathered,"['pork chops', '¼', 'ground ginger', 'five-spice powder', 'soy sauce', '¼', 'garlic']"
1278560,Collard Green And Radish Slaw With Crispy Shallots ,"['2 small shallots, sliced into rings', '6 tablespoons vegetable oil', 'Kosher salt', '1 bunch collard greens (about 10 ounces), center ribs and stems removed, thinly sliced crosswise', '6 small radishes, trimmed, sliced', '2 tablespoons white wine vinegar', 'Freshly ground black pepper']","['Cook shallots and oil in a small saucepan over medium-high heat, stirring occasionally, until shallots are golden, 8-10 minutes. Using a slotted spoon, transfer shallots to a paper towel-lined plate; season with salt. Transfer oil to a small bowl and let cool.', 'Combine collard greens, radishes, and vinegar in a large bowl; season with salt and pepper. Drizzle with shallot oil and toss to coat. Top with crispy shallots.', 'DO AHEAD:']",www.epicurious.com/recipes/food/views/collard-green-and-radish-slaw-with-crispy-shallots-51198630,Gathered,"['shallots', 'vegetable oil', 'Kosher salt', 'collard greens', 'radishes', 'white wine vinegar', 'Freshly ground black pepper']"
1679217,Easy Cakey Bread Pudding,"['3 cups cold milk or half-and-half', '1 pkg. (4-serving size) JELL-O Vanilla Flavor Instant Pudding', '1 pkg. (10.75 oz.) frozen prepared pound cake, thawed, cut into 1-inch cubes and lightly toasted', 'dash of ground cinnamon']","['Pour milk into large bowl.', 'Add dry pudding mix.', 'Beat with wire whisk 2 minutes or until well blended.', 'Gently stir in cake cubes.', 'Spoon into 1-1/2-quart serving bowl; sprinkle with cinnamon.', 'Refrigerate at least 1 hour before serving.', 'Store leftover dessert in refrigerator.']",www.kraftrecipes.com/recipes/easy-cakey-bread-pudding-56684.aspx,Recipes1M,"['cold milk', 'cake', 'ground cinnamon']"
1283506,Roasted Carrots With Creamy Nuoc Cham Dressing ,"['2 pounds medium carrots, scrubbed', '2 tablespoons plus 1/4 cup vegetable oil', 'Kosher salt', '1 small shallot, thinly sliced', '2 red Thai chiles, sliced', '1 (1/2-inch) piece ginger, peeled, thinly sliced', '2 garlic cloves, thinly sliced', '2 tablespoons fish sauce', '2 tablespoons sugar', '2 tablespoons fresh lime juice', '1 tablespoon mayonnaise']","['Preheat oven to 425°F. Toss carrots and 2 Tbsp. oil on a large rimmed baking sheet and season with salt. Roast, tossing occasionally, until crisp-tender, 20-25 minutes.', ""Meanwhile, bring shallot, chiles, ginger, garlic, fish sauce, sugar, and 2 Tbsp. water to a gentle simmer in a small saucepan over medium heat and cook just until aromatics are soft, 8-10 minutes (you don't want the liquid to reduce much). Let cool. Transfer to a blender, add lime juice and mayonnaise, and blend until smooth. With motor running, gradually stream in remaining 1/4 cup oil; blend until emulsified. Season dressing with salt."", 'Drizzle dressing over carrots just before serving.', 'Dressing can be made 3 days ahead. Cover and chill.']",www.epicurious.com/recipes/food/views/roasted-carrots-with-creamy-nuoc-cham-dressing,Gathered,"['carrots', 'vegetable oil', 'Kosher salt', 'shallot', 'red Thai chiles', 'ginger', 'garlic', 'fish sauce', 'sugar', 'lime juice', 'mayonnaise']"
1144552,Carrot Casserole,"['1 cup cooked carrot, mashed', '2 eggs', '1/2 cup Ritz cracker crumbs', '1 cup milk', '1/2 teaspoon pepper', '1 tablespoon sugar', '6 tablespoons butter, melted', '1 cup shredded cheddar cheese']","['Preheat the oven to 375°F.', 'Mix together all the ingredients. Pour into a greased 8 inch square dish.', 'Bake for 40 to 45 minutes.']",www.food.com/recipe/carrot-casserole-383208,Gathered,"['eggs', 'cracker crumbs', 'milk', 'pepper', 'sugar', 'butter', 'cheddar cheese']"
1157459,Spanish Watermelon Salad,"['1 medium watermelon', '1 small melon or 1 mango', 'lychees', '4 tablespoons sugar', '1 small glass white wine', '1 small glass maraschino cherry']","['Remove the skin from the mango. Cut the melon in half and remove the pulp with a potato shaper spoon.', 'Cut off the top third of the watermelon and remove the pulp, using the same spoon.', 'Place all the fruit in a bowl and sprinkle the sugar on top, adding the maraschino and the wine.', 'Leave to cool in the refrigerator.', 'Serve either in a large bowl or in individual servings.']",www.food.com/recipe/spanish-watermelon-salad-483605,Gathered,"['watermelon', 'melon', 'lychees', 'sugar', 'glass white wine', 'glass']"
1120132,5 Cheese Grilled Cheese,"['8 slices sourdough bread', '6 tablespoons butter, whipped', '2 cups parmesan cheese, grated', '4 slices swiss cheese', '4 slices provolone cheese', '4 slices mozzarella cheese', '4 slices cheddar cheese']","['Spread whipped butter on sourdough bread.', 'Pat the butter side in the grated parmesan cheese.', 'Place both bread pieces (Parmesan side down) in a skillet or on a griddle.', 'Put 1 slice of swiss and provolone on 1 slice of bread and 1 slice of mozzarella and cheddar on the other.', 'Cook until parmesan it toasted.', 'Place sandwich slices together and enjoy!']",www.food.com/recipe/5-cheese-grilled-cheese-338753,Gathered,"['bread', 'butter', 'parmesan cheese', 'swiss cheese', 'provolone cheese', 'mozzarella cheese', 'cheddar cheese']"
171132,Marinated Vegetable Salad,"['1 can carrots, drained', '1 can white peg corn, drained', '1 can French-style beans, drained', '1 (2 oz.) jar pimentos', '1/2 c. diced celery', '1/2 to 1 c. chopped onions', '1/2 c. chopped green pepper', '6 packets artificial sweetener', '1/2 tsp. pepper', '1 tsp. salt', '1/4 c. vegetable oil', '3/4 c. vinegar', '1 tsp. mustard']","['Combine vegetables, tossing lightly.', 'Combine remaining ingredients, mixing thoroughly.']",www.cookbooks.com/Recipe-Details.aspx?id=1024565,Gathered,"['carrots', 'white peg corn', 'beans', 'pimentos', 'celery', 'onions', 'green pepper', 'packets artificial sweetener', 'pepper', 'salt', 'vegetable oil', 'vinegar', 'mustard']"
207886,Open-Faced Tacos,"['10 oz. can Ro-Tel tomatoes', ""16 oz. can Bush's chile hot beans"", ""1 can Campbell's tomato soup"", '1 lb. ground lean beef', 'chopped lettuce, tomatoes, onions, grated cheese (Mozzarella) and sour cream (toppings)', 'Fritos Lights']","['Brown beef; add Ro-Tel tomatoes, beans and soup and simmer at least 45 minutes.', 'Crush Fritos Lights for each plate.', 'Ladle sauce over Fritos, then add cheese, lettuce, tomatoes, onions and sour cream.']",www.cookbooks.com/Recipe-Details.aspx?id=231782,Gathered,"['Ro-Tel tomatoes', 'beans', ""Campbell's tomato soup"", 'ground lean beef', 'tomatoes', 'Fritos']"
976710,Hot Mexican Bean Dip,"['8 ounces cream cheese, softened', '1 cup sour cream', '1 (14 ounce) can refried beans', '1 tablespoon chopped chives', '1 -2 tablespoon chopped fresh parsley', '1 tablespoon onion flakes (optional)', '2 tablespoons chili powder', '1 1/2 cups grated medium cheddar or 1 1/2 cups old cheddar cheese', '1 1/2 cups grated monterey jack cheese', '2 tablespoons chili powder']","['Mix first seven ingredients in a bowl and spread in a 3 quart casserole.', 'Sprinkle with Cheddar, then Monterey Jack.', 'Top with second amount of chili powder.', 'Can chill ahead of time.', 'Bake, uncovered in a 350 oven for 20 minutes or until hot and cheese is melted.']",www.food.com/recipe/hot-mexican-bean-dip-89488,Gathered,"['cream cheese', 'sour cream', 'beans', 'chives', 'parsley', 'onion', 'chili powder', 'cheddar', 'grated monterey', 'chili powder']"
1792021,Spicy Coleslaw,"['14 head green cabbage (shredded)', '14 head red cabbage (shredded)', '2 carrots', '1 red pepper', '1 yellow pepper', '2 tablespoons raisins or 2 tablespoons currants', '4 tablespoons dry roasted salted peanuts', '2 garlic cloves', '1 tablespoon chili sauce (sambal oelek, to taste)', '2 tablespoons light soy sauce', '2 limes, juice and zest of', '2 teaspoons brown sugar', '3 tablespoons olive oil', '12 cup chopped fresh cilantro', 'salt and pepper']","['mix some salt to both the cabbges in a big bowl and keep on the side.', 'prepare the dressing _ crush garlic finely.', 'Grate carrots, cut the peppers into julinnes.put sugar, galic, chilli sauce, lime juice, oil and soy sauce in a blender and mix everything properly or till sugar is completely dissolved.', 'Mix carrots, peppers,raisins and penuts to the cabbage and mix thoroughly.', 'Add dressing and mix again, preferbably with very clean hands.', 'Add coriander and chill the salad to develop the flavors.', 'This salad can be made ahead a day.', 'check seasoning before serving the salad.']",www.food.com/recipe/spicy-coleslaw-501132,Recipes1M,"['green cabbage', 'red cabbage', 'carrots', 'red pepper', 'yellow pepper', 'raisins', 'peanuts', 'garlic', 'chili sauce', 'soy sauce', 'brown sugar', 'olive oil', 'fresh cilantro', 'salt']"
1890870,Lentils with Italian Sausage,"['1 pound lentils dry', '1 x water cold', '2 pounds italian sausage fresh', '3 cups chicken broth', '1/4 cup olive oil', '1 small onions finely chopped', '1 Rib celery finely chopped', '1 each carrots finely chopped', '2 cloves garlic finely minced', '8 each sage leaves fresh, chopped', '1 x salt and black pepper to taste', '3 tablespoons tomato paste diluted in a little water']","['Clean lentils well by soaking them briefly and changing the water at least once.', 'Put them in a 2 1/2 quart saucepan, add cold water to cover, and bring to a boil.', 'Lower heat to simmer and cook until not quite done, about 45 minutes.', 'Meanwhile, pierce sausages in several places, and then put them in a small saucepan.', 'Add enough chicken broth to cover, and place over medium heat.', 'Bring to a gentle boil, and simmer for about 40 minutes.', 'From time to time, skim off and discard foam and fat that rise to the top.', 'When sausages are done, remove the pot from the heat and let them sit in the broth while you finish the lentils.', 'Warm the oil in a medium skillet, and saute the onion, celery, carrot, garlic and sage in the olive oil over medium heat until the onion is translucent and the vegetables are done.', 'Drain the lentils, saving their liquid.', 'To the lentil pot, add the vegetables, season with salt and pepper, and add tomato paste.', 'Mix gently using a wooden spoon.', 'Add 3/4 cup of the broth in which you cooked the sausages.', 'Taste and adjust the seasoning, if needed.', 'To serve, slice the sausages and arrange them on a platter next to the warm lentils.']",recipeland.com/recipe/v/lentils-italian-sausage-42829,Recipes1M,"['water', 'italian sausage', 'chicken broth', 'olive oil', 'onions', 'celery', 'carrots', 'garlic', 'sage', 'salt', 'tomato paste']"
2134156,Brown Rice Creole Shrimp,"['1 pound shrimp, either frozen or fresh', '2 tablespoons vegetable oil', '1 medium onion, chopped', '1 large green bell pepper, chopped', '1 clove garlic, minced', '1 cup long-grain brown rice', '1 cup canned or fresh chopped tomatoes', '4 cups water mixed with 2 chicken or vegetable bouillon cubes', '1 teaspoon chili powder', '3 medium stalks broccoli', 'Salt and pepper to taste']","['If you are using frozen shrimp, set them out on the counter while you prepare the other ingredients.', 'If you are using fresh shrimp, run them under cold water while you use your fingers to peel off the shells.', 'Use the tip of a small sharp knife to score the back and front, pull out the thick white vein and the thin black one, and refrigerate.', 'Heat the oil in a large frying pan and add the onion and green pepper.', 'Saute over medium heat, stirring frequently, for about 15 minutes, or until the onion is slightly browned.', 'Stir in the garlic.', 'Add the rice, tomatoes, liquid, and chili powder.', 'Mix to combine, and when the liquid starts to boil, lower the heat to a simmer.', 'Cover and cook for 40 minutes.', 'If you dont have a lid large enough for the pan, use heavy-duty foil and tuck it securely around the edges.', 'While the rice is cooking, cut the broccoli into 1-inch pieces.', 'At the end of 40 minutes, add the shrimp and the broccoli to the rice.', 'Stir just to mix.', 'Cover and cook an additional 6 to 7 minutes, or until the shrimp are bright pink and the broccoli is just tender.']",www.cookstr.com/recipes/brown-rice-creole-shrimp,Recipes1M,"['shrimp', 'vegetable oil', 'onion', 'green bell pepper', 'clove garlic', 'long-grain brown rice', 'tomatoes', 'water', 'chili powder', 'stalks broccoli', 'Salt']"
465700,Easy Noodles,"['1/3 c. butter', '1 c. thinly sliced celery', '1/2 c. chopped onion', '8 c. ready to serve broth', '1 (16 oz.) pkg. Reames frozen egg noodles', '1/2 tsp. salt', '1/4 tsp. pepper', '2 c. cubed, cooked beef, chicken or turkey', '1 tsp. sage (optional)']","['Heat butter in Dutch oven over medium heat until melted.', 'Add celery and onion; cook until tender.', 'Add broth; bring to boil. Stir in noodles, salt and pepper.', 'Simmer 35 minutes or until noodles are tender.', 'Stir in meat and sage.']",www.cookbooks.com/Recipe-Details.aspx?id=754771,Gathered,"['butter', 'celery', 'onion', 'ready', 'Reames frozen egg noodles', 'salt', 'pepper', 'chicken', 'sage']"
1257461,Chicken And Bacon Club,"['3.5 oz boneless chicken breast', '2 strips bacon', '1/4 cup cottage cheese', '4 slices rye bread, toasted', '1/2 cup baby arugula', '1 None small tomato, sliced thinly']","['Heat an oiled frying pan over medium heat. Add the chicken and cook, turning, until lightly browned and cooked through. Cover the chicken and leave to stand for 5 mins, then slice thinly.', 'Cook the bacon in the same pan until crisp.', 'Divide half the cheese between two bread slices and top with arugula, tomato, chicken, bacon, the remaining cheese and bread. Serve.']",recipes-plus.com/api/v2.0/recipes/29309,Gathered,"['chicken breast', 'bacon', 'cottage cheese', 'rye bread', 'baby arugula', 'tomato']"
1627700,Turkey Marsala With Lemon Broccolini,"['12 ounces broccolini', '3 tablespoons EVOO', 'freshly ground pepper', '1 lemon halved, 1/2 thinly sliced, 1/2 juiced', '2 tablespoons unsalted butter', '2 cloves garlic thinly sliced', '4 cups cremini mushrooms sliced, about 12 oz', '1 1/4 pounds turkey breast cutlets trimmed', '1/3 cup all purpose flour', '2/3 cup marsala wine', '2/3 cup low sodium chicken broth', '2 tablespoons fresh parsley chopped']","['Preheat broiler. Toss the broccolini with 1 tbsp oil, 1/4 tsp salt and a few grinds pepper on a baking sheet; add the lemon slices. Broil until broccolini is tender and just starting to char, 5-6 minutes. Set aside and cover to keep warm.', 'Meanwhile, heat 1 tbsp butter and the garlic in a nonstick skillet over medium-high heat. Add the mushrooms and cook until browned and the liquid is evaporated, about 6 minutes. Transfer to a bowl.', 'Pound the turkey to an even thickness, if needed. Mix the flour, 1/2 tsp salt, and a few grinds of pepper in a shallow dish. Dredge turkey in the flour. Heat 1 tbsp oil in the skillet over medium-high heat. Add half of the turkey and cook until browned and cooked through, 2-3 minutes per side; transfer to a plate. Repeat with the remaining oil and turkey; transfer to the plate.', 'Increase the heat to high. Add the wine and cook until reduced by half, 2 minutes. Add the broth and cook until reduced by half, 4 minutes. Add the mushrooms and the remaining 1 tbsp butter. Remove from heat and stir in the parsley and 1 tbsp lemon juice. Spoon the sauce over the turkey; serve with broccolini.']",www.yummly.com/recipe/Turkey-Marsala-with-Lemon-Broccolini-1026060,Gathered,"['broccolini', 'EVOO', 'freshly ground pepper', 'lemon halved', 'unsalted butter', 'garlic', 'cremini mushrooms', 'turkey breast cutlets trimmed', 'flour', 'marsala wine', 'chicken broth', 'parsley']"
1815936,Turkey Breast Rollatini with Espresso Bbq Sauce,"['3 tablespoons olive oil, plus more for searing', '2 ounces fresh spinach', 'Salt and freshly ground black pepper', '2 cups Zinfandel wine', '8 -ounce turkey breast', '2 ounces crumbled Gorgonzola', '1 -foot butchers twine', 'Espresso BBQ Sauce, recipe follows']","['Preheat oven to 400 degrees F.', 'Begin by using a large saute pan on medium-high heat.', 'Add 3 tablespoons of the olive oil, and saute the spinach with salt and freshly ground black pepper, to taste.', 'Stir until spinach wilts and add the wine.', 'Let the wine evaporate and infuse with the spinach.', 'Remove from heat and let cool.', 'Begin with the turkey by either pounding it or butterfly the meat to make it a thinner piece.', 'Spread the cooled spinach evenly over the breast, along with the Gorgonzola.', 'Carefully roll the breast tightly and then using the twine, tie the roll up in the middle and both ends.', 'Sear the roll until golden brown on all sides in a medium sized saute pan with a drizzle of oil.', 'When all sides are seared, put in the oven for 20 minutes.', 'Remove and serve with espresso BBQ sauce.', '2 tablespoons olive oil', '1 small sweet white onion, finely chopped', '2 cloves garlic, minced', '1 cup balsamic vinegar', 'Hot sauce', '2 cups red wine', '2 cups ketchup', '1 cup brown sugar', '3 tablespoons Dijon mustard', '1/2 cup espresso coffee', 'Salt and freshly ground black pepper', 'In a medium sized saucepan over medium heat, add the olive oil.', 'Add the onions and garlic and cook until they begin to turn brown and caramelize, about 4 minutes.', 'Deglaze the pan with the balsamic vinegar, scraping up any browned bits from the pan with a wooden spoon.', 'Add the hot sauce, to taste, and wine.', 'Next, add the ketchup, brown sugar, mustard, coffee, and salt and freshly ground black pepper, to taste.', 'Let simmer for 30 minutes.', ""(Chef's tip: if too thick, add a little water)""]",www.foodnetwork.com/recipes/turkey-breast-rollatini-with-espresso-bbq-sauce-recipe.html,Recipes1M,"['olive oil', 'fresh spinach', 'Salt', 'Zinfandel wine', 'turkey breast', 'Gorgonzola', 'butchers twine', 'BBQ Sauce']"
1796803,Ultimate Chocolate Brownies Recipe,"['3/4 c. cocoa', '1/2 teaspoon baking soda', '2/3 c. butter, melted and divided', '1/2 c. boiling water', '2 c. sugar', '2 Large eggs', '1 1/3 c. all-purpose flour', '1 teaspoon vanilla', '1/4 teaspoon salt', '1 c. chocolate chips', '1 bowl buttercream frosting (recipe follows)']","['In medium bowl combine cocoa and baking soda.', 'Blend 1/3 c. melted butter.', 'Add in boiling water.', 'Stir till mix thickens.', 'Stir in sugar, Large eggs and remaining 1/3 c. butter.', 'Stir till smooth.', 'Add in flour, vanilla and salt.', 'Blend completely.', 'Stir in chocolate chips.', 'Pour into a greased 13 x 9 inch pan.', 'Bake 35 to 40 min or possibly till brownies pull away from sides of pan.', 'Cold completely and frost.']",cookeatshare.com/recipes/ultimate-chocolate-brownies-5090,Recipes1M,"['cocoa', 'baking soda', 'butter', 'boiling water', 'sugar', 'eggs', 'flour', 'vanilla', 'salt', 'chocolate chips', 'bowl buttercream frosting']"
1712316,Detox Juicy Mary... with maybe a splash of vodka,"['5 ripe roma or beefsteak tomatoes, quartered', '2 tablespoons tomato paste', '2 teaspoons seafood seasoning, such as Old Bay', 'Kosher salt and freshly ground black pepper', '2 stalks celery, plus more to garnish', '1 carrot', '1 clove garlic, peeled', '1 shallot', '1/2 English cucumber', '1/2 lime', '1/2 green bell pepper', 'Worcestershire sauce', 'Splash of vodka, optional', 'Special equipment: juicer']","['Combine the tomatoes, tomato paste, seafood seasoning and some salt and pepper in a large bowl.', 'Juice the celery, carrot, garlic, shallot, cucumber, lime and green bell pepper into the bowl.', 'Stir in a couple of dashes of Worcestershire sauce.', 'Divide among glasses and garnish with a celery stalk.', 'Add a splash of vodka if desired.']",www.foodnetwork.com/recipes/food-network-kitchens/detox-juicy-mary-with-maybe-a-splash-of-vodka-recipe.html,Recipes1M,"['roma', 'tomato paste', 'seafood seasoning', 'Kosher salt', 'stalks celery', 'carrot', 'clove garlic', 'shallot', 'cucumber', 'lime', 'green bell pepper', 'Worcestershire sauce', 'vodka']"
35064,Parma Breaded Steak,"['4 to 6 steaks', '2 eggs, beaten', '1/3 c. grated Parmesan cheese', '1/3 c. crumbs (bread or crackers)', '1/3 c. oil', '3/4 c. onions', '1 tsp. salt', '1/4 tsp. pepper', '1/2 tsp. oregano', '2 (8 oz.) cans tomato sauce', '1/4 c. water', '1/2 lb. (8 oz.) cheese, grated or sliced']","['Trim steaks.', 'Dip steaks in eggs and then in a mixture of the cheese and crumbs.', 'Let stand while preparing the sauce.']",www.cookbooks.com/Recipe-Details.aspx?id=410654,Gathered,"['eggs', 'Parmesan cheese', 'crumbs', 'oil', 'onions', 'salt', 'pepper', 'oregano', 'tomato sauce', 'water', 'cheese']"
920963,Don'S Cocktail Sauce,"['1 cup ketchup', '3 tablespoons chili sauce', '1 tablespoon lemon juice', '1 tablespoon prepared horseradish, or to taste', '1 1/2 teaspoons Worcestershire sauce', '12 drops hot pepper sauce (such as Tabasco(R))']","['Stir ketchup, chili sauce, lemon juice, horseradish, Worcestershire sauce, and hot pepper sauce together in a bowl until smooth.', 'Cover bowl with plastic wrap and refrigerate until chilled, at least 15 minutes.']",www.allrecipes.com/recipe/241633/dons-cocktail-sauce/,Gathered,"['ketchup', 'chili sauce', 'lemon juice', 'horseradish', 'Worcestershire sauce', 'pepper']"
1684288,Broccoli And Chicken Casserole Recipe,"['4 ounce egg noodles medium', '2 1/2 c. minced cooked chicken or possibly turkey', '1 pkt frzn minced broccoli (1 oz) thawed (1 to 10)', '1/2 c. onions sliced', '10 3/4 ounce cream of mushroom soup, condensed (1 can)', '1/2 c. skim lowfat milk', '1/2 c. shredded Swiss Cheese (2 ounces)', '1 tsp dry Basil crushed', '1/8 tsp pepper Paprika']","['Cook noodles according to package directions.', 'Drain well.', 'In a 2 qt casserole dish stir together noodles, chicken or possibly turkey, broccoli, and green onions.', 'In medium mixing bowl stir together soup, lowfat milk, cheese, basil, and pepper.', 'Stir into noodle mix.', 'Bake, covered in a 350 degree oven for 40 to 45 min or possibly until heated through.', 'Sprinkle with paprika, then serve.']",cookeatshare.com/recipes/broccoli-and-chicken-casserole-92530,Recipes1M,"['egg noodles', 'chicken', 'broccoli', 'onions', 'cream of mushroom soup', 'milk', 'Swiss Cheese', 'Basil', 'pepper']"
1044659,Baked Pork Chops And Apples,"['2 tablespoons butter', '6 pork chops', '4 apples', '1/4 cup brown sugar', '1/2 teaspoon cinnamon']","['Peel, core, and slice the apples.', 'Preheat the oven to 350 degrees.', 'Melt the butter in a skillet.', 'Brown the pork chops on both sides in the butter.', 'Grease (or spray) a large baking dish.', 'Put the apple slices in the bottom of the dish.', 'Mix the brown sugar and cinnamon.', 'Sprinkle the cinnamon and sugar over the apples.', 'Place the pork chops on top of the apples.', 'Cover with foil and bake for 1 and 1/2 hours.']",www.food.com/recipe/baked-pork-chops-and-apples-90771,Gathered,"['butter', 'pork chops', 'apples', 'brown sugar', 'cinnamon']"
902934,Millet Pie,"['1 cup water', '1 cup oats', '1 1/2 cups water', '1 cup millet', '1/2 cup diced onion', '1/2 cup diced carrot', '1/2 cup diced celery', '1/2 cup diced potato', '1/4 cup safflower oil', '1/4 cup tamari sauce', '1 teaspoon ground allspice', '1/4 teaspoon ground nutmeg', '4 whole cloves', 'salt and ground black pepper to taste', '1 recipe pastry for a 9-inch double crust pie', '1 egg, beaten (optional)']","['Bring 1 cup water and oats to a boil in a saucepan; reduce heat and simmer until water is absorbed, 10 minutes. Bring 1 1/2 cups water and millet to a boil in a separate saucepan; reduce heat and simmer until water is absorbed and millet is tender, 20 minutes.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Combine oats, millet, onion, carrot, celery, potato, safflower oil, tamari, allspice, nutmeg, cloves, salt, and black pepper together in a large bowl; mix well.', 'Press 1 pie crust pastry into a 9-inch pie pan. Pour filling into pie crust. Top with second pie crust pastry; pinch edges together. Pierce a few areas of the top crust to allow pie to ventilate during baking. Brush top crust with beaten egg.', 'Bake pie in the preheated oven until crust is golden brown, about 40 minutes.']",www.allrecipes.com/recipe/228332/millet-pie/,Gathered,"['water', 'oats', 'water', 'millet', 'onion', 'carrot', 'celery', 'potato', 'safflower oil', 'tamari sauce', 'ground allspice', 'ground nutmeg', 'cloves', 'salt', 'recipe pastry', 'egg']"
568075,Barbecue Sauce,"['1 c. brown sugar', '1 Tbsp. water', '1 c. ketchup', '1/2 c. Worcestershire sauce', '1 Tbsp. A.1. sauce']","['Put 1 cup of brown sugar and water in medium saucepan.', 'Heat until it gets slightly thick, then add ketchup, Worcestershire sauce and A.1. sauce.', 'Store in refrigerator for later use.', 'Keeps for about 2 months.']",www.cookbooks.com/Recipe-Details.aspx?id=914294,Gathered,"['brown sugar', 'water', 'ketchup', 'Worcestershire sauce', 'sauce']"
